,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,numeric,numeric,numeric
861,50,55.0,7642,7,8,1918,1998,0.0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925.0,1,216,0,240,0,0,0,0,0,6,2007,189950,RL,Pave,None,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Gd,Unf,TA,TA,None,GdPrv,2338,9,15
1328,20,60.0,6600,5,9,1982,2008,0.0,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1982.0,1,264,0,0,0,0,0,0,0,10,2008,130500,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,Ex,Unf,TA,TA,None,MnPrv,1632,0,14
1435,20,80.0,17400,5,5,1977,1977,0.0,936,0,190,1126,1126,0,0,1126,1,0,2,0,3,1,5,1,1977.0,2,484,295,41,0,0,0,0,0,5,2006,160000,RL,Pave,None,Low,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,P,None,WD,Normal,Reg,AllPub,Mod,TA,TA,TA,TA,No,ALQ,Unf,Fa,TA,Typ,Gd,RFn,TA,TA,None,None,2252,29,10
103,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979.0,2,410,0,0,0,0,0,0,0,6,2009,118964,RL,Pave,None,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,Y,SBrkr,Attchd,Y,None,WD,Alloca,Reg,AllPub,Gtl,TA,Fa,None,None,None,None,None,TA,TA,Typ,None,Unf,TA,TA,None,None,1535,30,10
619,20,90.0,11694,9,5,2007,2007,452.0,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,2007.0,3,774,0,108,0,0,260,0,0,7,2007,314813,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,Reg,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,None,None,3650,0,14
57,160,24.0,2645,8,5,1999,2000,456.0,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,1999.0,2,480,115,0,0,0,0,0,0,8,2009,172500,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,Fin,TA,TA,None,None,2709,9,13
660,20,75.0,9937,5,7,1964,1999,0.0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968.0,2,480,0,0,0,0,0,0,0,3,2009,167000,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Ex,TA,Typ,None,Fin,TA,TA,None,MnPrv,2972,10,12
108,20,50.0,6000,5,5,1948,1950,0.0,104,169,516,789,789,0,0,789,0,0,1,0,2,1,5,0,1948.0,1,250,0,0,0,0,0,0,0,4,2008,115000,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Partial,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Ex,TA,Typ,None,Unf,TA,TA,None,None,1578,58,10
1057,120,43.0,7052,7,5,2005,2005,240.0,659,0,705,1364,1364,0,0,1364,1,0,2,0,2,1,6,1,2005.0,2,484,192,36,0,0,0,0,0,6,2006,185850,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,2728,1,12
1190,60,60.0,7500,7,5,1999,1999,0.0,0,0,994,994,1028,776,0,1804,0,0,2,1,3,1,7,1,1999.0,2,442,140,60,0,0,0,0,0,6,2010,189000,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,None,None,2798,11,12
1115,20,90.0,5400,5,7,1954,2000,0.0,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,1955.0,1,326,0,0,0,0,0,0,0,8,2006,117000,RL,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Rec,Unf,Ex,Gd,Typ,None,Unf,TA,TA,None,MnPrv,1666,6,12
563,30,63.0,13907,5,6,1940,1969,0.0,290,0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,0.0,0,0,144,0,0,0,0,0,0,7,2008,108000,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,SBrkr,None,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,Gd,None,None,None,None,None,1992,39,11
522,20,90.0,11988,6,6,1957,1957,0.0,777,0,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,1957.0,1,336,0,40,0,0,0,0,0,5,2007,150000,RL,Pave,None,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,None,None,2488,50,12
1143,60,77.0,9965,8,5,2006,2007,340.0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006.0,3,1052,125,144,0,0,0,0,0,4,2007,424870,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,Reg,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,None,None,4294,0,13
733,60,75.0,11404,7,5,1998,1999,202.0,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998.0,2,541,192,84,0,0,0,0,0,7,2008,222500,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,None,None,3184,9,12
935,20,313.0,27650,7,7,1960,2007,0.0,425,0,160,585,2069,0,0,2069,1,0,2,0,4,1,9,1,1960.0,2,505,0,0,0,0,0,0,0,11,2008,242000,RL,Pave,None,HLS,Inside,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR2,AllPub,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,2654,1,14
1425,20,73.0,9503,5,5,1958,1983,0.0,457,374,193,1024,1344,0,0,1344,1,0,1,0,2,1,6,1,1970.0,1,484,316,28,0,0,0,0,0,6,2007,144000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,TA,Min1,TA,Unf,TA,TA,None,GdWo,2368,24,10
1386,50,40.0,5436,4,8,1922,2007,0.0,735,0,61,796,796,358,0,1154,1,0,1,0,3,1,7,0,1922.0,1,240,0,96,0,0,0,0,0,5,2010,125500,RM,Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,Detchd,N,None,WD,Normal,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,Gd,Typ,None,Unf,TA,TA,None,MnPrv,1950,3,12
901,20,73.0,7340,4,6,1971,1971,0.0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1979.0,1,684,0,0,0,0,0,0,0,6,2007,110000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,1716,36,10
344,120,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,266000,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Ex,RFn,TA,TA,None,None,3368,3,14
1072,60,78.0,11700,6,6,1968,1968,0.0,298,0,429,727,829,727,0,1556,0,0,1,1,4,1,8,0,1968.0,2,441,0,0,0,0,0,0,0,5,2009,154000,RL,Pave,None,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,2283,41,12
100,20,77.0,9320,4,5,1959,1959,0.0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0.0,0,0,352,0,0,0,0,0,400,1,2010,128950,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,None,Y,Shed,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,TA,Typ,None,None,None,None,None,None,2175,51,9
1096,20,78.0,9317,6,5,2006,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2006.0,2,440,0,22,0,0,0,0,0,3,2007,176432,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,Gd,RFn,TA,TA,None,None,2628,1,11
39,20,68.0,7922,5,7,1953,2007,0.0,731,0,326,1057,1057,0,0,1057,1,0,1,0,3,1,5,0,1953.0,1,246,0,52,0,0,0,0,0,1,2010,109000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Abnorml,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,GLQ,Unf,TA,Gd,Typ,None,Unf,TA,TA,None,None,2114,3,12
128,45,55.0,4388,5,7,1930,1950,0.0,116,0,556,672,840,0,0,840,0,0,1,0,3,1,5,1,0.0,0,0,0,0,0,0,0,0,0,6,2007,87000,RM,Pave,None,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,Gable,CompShg,WdShing,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,None,N,None,WD,Normal,IR1,AllPub,Gtl,TA,Gd,TA,TA,No,LwQ,Unf,Ex,TA,Typ,TA,None,None,None,None,None,1512,57,12
1351,90,91.0,11643,5,5,1969,1969,368.0,500,0,748,1248,1338,1296,0,2634,1,1,2,2,6,2,12,0,1969.0,4,968,0,0,0,0,0,0,0,8,2009,200000,RL,Pave,None,Lvl,Inside,NAmes,Artery,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,3882,40,10
1456,60,62.0,7917,6,5,1999,2000,0.0,0,0,953,953,953,694,0,1647,0,0,2,1,3,1,7,1,1999.0,2,460,0,40,0,0,0,0,0,8,2007,175000,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,None,None,2600,7,11
40,90,65.0,6040,4,5,1955,1955,0.0,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,0.0,0,0,0,0,0,0,0,0,0,6,2008,82000,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,AsbShng,Plywood,None,PConc,GasA,N,FuseP,None,N,None,WD,AdjLand,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,TA,Fa,Typ,None,None,None,None,None,None,1152,53,9
175,20,47.0,12416,6,5,1986,1986,132.0,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,1986.0,2,616,192,0,0,0,0,0,0,11,2008,184000,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,Stone,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,Fa,No,ALQ,LwQ,TA,TA,Min2,TA,Fin,TA,TA,None,None,3257,22,11
214,20,43.0,13568,5,5,1995,1995,0.0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,1996.0,2,576,224,0,0,0,0,0,0,7,2006,156000,RL,Pave,None,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR2,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,1980,11,10
310,20,90.0,12378,9,5,2003,2004,0.0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,2003.0,3,708,208,175,0,0,0,0,0,11,2006,360000,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,None,None,3840,2,14
675,20,80.0,9200,6,6,1965,1965,0.0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1965.0,1,384,426,0,0,0,0,0,0,7,2008,140000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,Gd,RFn,TA,TA,None,None,2272,43,12
1375,60,85.0,10625,7,5,2005,2005,0.0,0,0,1026,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,2005.0,3,936,154,210,0,0,0,0,0,7,2008,250000,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,None,None,2984,3,12
940,70,80.0,24090,7,7,1940,1950,0.0,0,0,1032,1032,1207,1196,0,2403,0,0,2,0,4,1,10,2,1940.0,1,349,56,0,318,0,0,0,0,6,2010,244400,RL,Pave,None,Lvl,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Normal,Reg,AllPub,Gtl,TA,Gd,TA,TA,Mn,Unf,Unf,Ex,TA,Typ,TA,Unf,TA,TA,None,None,3435,60,14
79,90,72.0,10778,4,5,1968,1968,0.0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0.0,0,0,0,0,0,0,0,0,0,4,2010,136500,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,N,SBrkr,None,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,None,None,None,None,None,None,3536,42,9
384,45,60.0,9000,6,3,1928,1950,0.0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950.0,2,360,0,0,91,0,0,0,0,10,2009,76000,RH,Pave,None,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,FuseA,Detchd,N,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Fa,Fa,No,Unf,Unf,TA,TA,Typ,None,Unf,Fa,Fa,None,None,1568,59,9
427,80,66.5,12800,7,5,1989,1989,145.0,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,1989.0,2,569,80,0,0,0,396,0,0,8,2009,275000,RL,Pave,None,Low,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,None,None,3162,20,12
1168,60,58.0,10852,6,5,2000,2000,0.0,786,0,173,959,959,712,0,1671,1,0,2,1,3,1,7,1,2000.0,2,472,0,38,0,0,0,0,0,2,2006,173000,RL,Pave,None,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,TA,Typ,TA,Fin,TA,TA,None,None,2630,6,11
1426,20,80.0,10721,6,6,1959,1959,243.0,0,0,1252,1252,1252,0,0,1252,0,0,1,0,3,1,7,0,1960.0,2,528,0,39,0,0,0,0,0,10,2008,142000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,None,Unf,TA,TA,None,None,2504,49,12
1171,80,76.0,9880,6,6,1977,1977,0.0,522,0,574,1096,1118,0,0,1118,1,0,1,0,3,1,6,1,1977.0,1,358,203,0,0,0,0,576,0,7,2008,171000,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,Po,Fin,TA,TA,Gd,GdPrv,2214,31,12
390,60,96.0,12474,10,5,2007,2008,272.0,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,2008.0,3,846,196,134,0,0,0,0,0,8,2008,426000,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,Reg,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,None,None,4014,0,15
1436,20,80.0,8400,6,9,1962,2005,237.0,0,0,1319,1319,1537,0,0,1537,1,0,1,1,3,1,7,1,1962.0,2,462,0,36,0,0,0,0,0,7,2008,174000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,COD,Abnorml,Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,Unf,Unf,TA,Gd,Typ,Gd,RFn,TA,TA,None,GdPrv,2856,3,15
482,20,72.0,11846,9,5,2003,2004,562.0,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,2003.0,3,874,206,49,0,0,0,0,0,8,2006,374000,RL,Pave,None,HLS,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,None,None,3584,2,14
657,20,72.0,10007,5,7,1959,2006,54.0,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1959.0,1,312,0,0,0,0,0,0,0,8,2008,145500,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,MnPrv,2106,2,12
531,80,85.0,10200,6,5,1988,1989,219.0,783,0,678,1461,1509,0,0,1509,1,0,2,0,3,1,5,1,1988.0,2,600,224,0,0,0,0,0,0,8,2008,175000,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Abnorml,Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Fa,RFn,TA,TA,None,None,2970,19,11
651,60,65.0,8125,7,6,2007,2007,0.0,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2007.0,2,562,0,0,0,0,0,0,0,5,2008,205950,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2478,1,13
383,60,79.0,9245,7,5,2006,2006,0.0,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2006.0,2,639,144,53,0,0,0,0,0,4,2007,213500,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2736,1,12
1333,20,67.0,8877,4,6,1938,1958,0.0,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1958.0,1,288,0,0,0,0,0,0,0,5,2009,100000,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Mod,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,TA,Typ,Gd,Unf,Fa,Fa,None,None,1632,51,10
178,50,71.0,13650,5,5,1958,1958,0.0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,1958.0,2,451,0,0,0,0,0,0,0,7,2006,172500,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,ALQ,BLQ,Ex,Gd,Typ,Gd,Unf,TA,TA,None,None,2972,48,10
226,160,21.0,1680,5,5,1971,1971,142.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1991.0,1,280,0,0,0,0,0,0,0,5,2009,112000,RM,Pave,None,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,COD,Abnorml,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,1932,38,10
581,20,73.0,14585,6,6,1960,1987,85.0,594,219,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,1960.0,2,572,216,110,0,0,0,0,0,6,2007,181900,RL,Pave,None,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,Gd,Typ,Gd,Unf,TA,TA,None,None,2573,20,12
